OBJECTID,landcoversSouthClassifications,thumbUrl,DownloadThumbPicture,SouthOriginalUrl,DownloadOriginalPicture
807,"90% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/01/1727809/thumb.jpg,golc_thumb_2020_07_01_1727809,https://data.globe.gov/system/photos/2020/07/01/1727809/original.jpg,golc_2020_07_01_1727809
808,"80% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/28/1727846/thumb.jpg,golc_thumb_2020_06_28_1727846,https://data.globe.gov/system/photos/2020/06/28/1727846/original.jpg,golc_2020_06_28_1727846
809,"90% MUC 00 [Trees, Closely Spaced, Not Sure Which]; 100% MUC 56 [Barren, Dirt/Other]; 20% MUC 3 (l) [Shrubs, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/28/1728012/thumb.jpg,golc_thumb_2020_06_28_1728012,https://data.globe.gov/system/photos/2020/06/28/1728012/original.jpg,golc_2020_06_28_1728012
810,"90% MUC 00 [Trees, Closely Spaced, Not Sure Which]; 100% MUC 56 [Barren, Dirt/Other]; 20% MUC 3 (l) [Shrubs, Loosely Spaced, Not Sure Which]",https://data.globe.gov/system/photos/2020/06/28/1728006/thumb.jpg,golc_thumb_2020_06_28_1728006,https://data.globe.gov/system/photos/2020/06/28/1728006/original.jpg,golc_2020_06_28_1728006
811,null,https://data.globe.gov/system/photos/2020/07/01/1729326/thumb.jpg,golc_thumb_2020_07_01_1729326,https://data.globe.gov/system/photos/2020/07/01/1729326/original.jpg,golc_2020_07_01_1729326
812,null,https://data.globe.gov/system/photos/2020/07/01/1729337/thumb.jpg,golc_thumb_2020_07_01_1729337,https://data.globe.gov/system/photos/2020/07/01/1729337/original.jpg,golc_2020_07_01_1729337
813,null,https://data.globe.gov/system/photos/2020/07/01/1729350/thumb.jpg,golc_thumb_2020_07_01_1729350,https://data.globe.gov/system/photos/2020/07/01/1729350/original.jpg,golc_2020_07_01_1729350
814,null,https://data.globe.gov/system/photos/2020/07/01/1729384/thumb.jpg,golc_thumb_2020_07_01_1729384,https://data.globe.gov/system/photos/2020/07/01/1729384/original.jpg,golc_2020_07_01_1729384
815,null,https://data.globe.gov/system/photos/2020/07/01/1729519/thumb.jpg,golc_thumb_2020_07_01_1729519,https://data.globe.gov/system/photos/2020/07/01/1729519/original.jpg,golc_2020_07_01_1729519
816,null,https://data.globe.gov/system/photos/2020/07/01/1729528/thumb.jpg,golc_thumb_2020_07_01_1729528,https://data.globe.gov/system/photos/2020/07/01/1729528/original.jpg,golc_2020_07_01_1729528
817,null,https://data.globe.gov/system/photos/2020/07/01/1729536/thumb.jpg,golc_thumb_2020_07_01_1729536,https://data.globe.gov/system/photos/2020/07/01/1729536/original.jpg,golc_2020_07_01_1729536
818,null,https://data.globe.gov/system/photos/2020/07/01/1729543/thumb.jpg,golc_thumb_2020_07_01_1729543,https://data.globe.gov/system/photos/2020/07/01/1729543/original.jpg,golc_2020_07_01_1729543
819,null,https://data.globe.gov/system/photos/2020/07/01/1729549/thumb.jpg,golc_thumb_2020_07_01_1729549,https://data.globe.gov/system/photos/2020/07/01/1729549/original.jpg,golc_2020_07_01_1729549
820,null,https://data.globe.gov/system/photos/2020/07/01/1729555/thumb.jpg,golc_thumb_2020_07_01_1729555,https://data.globe.gov/system/photos/2020/07/01/1729555/original.jpg,golc_2020_07_01_1729555
821,null,https://data.globe.gov/system/photos/2020/07/01/1729561/thumb.jpg,golc_thumb_2020_07_01_1729561,https://data.globe.gov/system/photos/2020/07/01/1729561/original.jpg,golc_2020_07_01_1729561
822,null,https://data.globe.gov/system/photos/2020/07/01/1729567/thumb.jpg,golc_thumb_2020_07_01_1729567,https://data.globe.gov/system/photos/2020/07/01/1729567/original.jpg,golc_2020_07_01_1729567
823,null,https://data.globe.gov/system/photos/2020/07/01/1729573/thumb.jpg,golc_thumb_2020_07_01_1729573,https://data.globe.gov/system/photos/2020/07/01/1729573/original.jpg,golc_2020_07_01_1729573
824,null,https://data.globe.gov/system/photos/2020/07/01/1729585/thumb.jpg,golc_thumb_2020_07_01_1729585,https://data.globe.gov/system/photos/2020/07/01/1729585/original.jpg,golc_2020_07_01_1729585
825,null,https://data.globe.gov/system/photos/2020/07/01/1729591/thumb.jpg,golc_thumb_2020_07_01_1729591,https://data.globe.gov/system/photos/2020/07/01/1729591/original.jpg,golc_2020_07_01_1729591
826,null,https://data.globe.gov/system/photos/2020/07/01/1729597/thumb.jpg,golc_thumb_2020_07_01_1729597,https://data.globe.gov/system/photos/2020/07/01/1729597/original.jpg,golc_2020_07_01_1729597
827,null,https://data.globe.gov/system/photos/2020/07/01/1729603/thumb.jpg,golc_thumb_2020_07_01_1729603,https://data.globe.gov/system/photos/2020/07/01/1729603/original.jpg,golc_2020_07_01_1729603
828,null,https://data.globe.gov/system/photos/2020/07/01/1729609/thumb.jpg,golc_thumb_2020_07_01_1729609,https://data.globe.gov/system/photos/2020/07/01/1729609/original.jpg,golc_2020_07_01_1729609
829,null,https://data.globe.gov/system/photos/2020/07/01/1729615/thumb.jpg,golc_thumb_2020_07_01_1729615,https://data.globe.gov/system/photos/2020/07/01/1729615/original.jpg,golc_2020_07_01_1729615
830,"100% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/03/1731685/thumb.jpg,golc_thumb_2020_07_03_1731685,https://data.globe.gov/system/photos/2020/07/03/1731685/original.jpg,golc_2020_07_03_1731685
831,null,https://data.globe.gov/system/photos/2020/07/03/1732939/thumb.jpg,golc_thumb_2020_07_03_1732939,https://data.globe.gov/system/photos/2020/07/03/1732939/original.jpg,golc_2020_07_03_1732939
832,null,https://data.globe.gov/system/photos/2020/07/03/1732951/thumb.jpg,golc_thumb_2020_07_03_1732951,https://data.globe.gov/system/photos/2020/07/03/1732951/original.jpg,golc_2020_07_03_1732951
833,null,https://data.globe.gov/system/photos/2020/07/03/1732974/thumb.jpg,golc_thumb_2020_07_03_1732974,https://data.globe.gov/system/photos/2020/07/03/1732974/original.jpg,golc_2020_07_03_1732974
834,null,https://data.globe.gov/system/photos/2020/07/03/1733011/thumb.jpg,golc_thumb_2020_07_03_1733011,https://data.globe.gov/system/photos/2020/07/03/1733011/original.jpg,golc_2020_07_03_1733011
835,null,https://data.globe.gov/system/photos/2020/07/03/1733027/thumb.jpg,golc_thumb_2020_07_03_1733027,https://data.globe.gov/system/photos/2020/07/03/1733027/original.jpg,golc_2020_07_03_1733027
836,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 21 (c) [Shrubs, Closely Spaced, Tall Evergreen]; 60% MUC 93 [Urban, Roads and Parking]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/07/02/1749569/thumb.jpg,golc_thumb_2020_07_02_1749569,https://data.globe.gov/system/photos/2020/07/02/1749569/original.jpg,golc_2020_07_02_1749569
837,null,https://data.globe.gov/system/photos/2020/07/14/1757858/thumb.jpg,golc_thumb_2020_07_14_1757858,https://data.globe.gov/system/photos/2020/07/14/1757858/original.jpg,golc_2020_07_14_1757858
838,"20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/07/12/1752833/thumb.jpg,golc_thumb_2020_07_12_1752833,https://data.globe.gov/system/photos/2020/07/12/1752833/original.jpg,golc_2020_07_12_1752833
839,"50% MUC 43 [Herbaceous/Grassland, Short Grass]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/12/1752852/thumb.jpg,golc_thumb_2020_07_12_1752852,https://data.globe.gov/system/photos/2020/07/12/1752852/original.jpg,golc_2020_07_12_1752852
840,"100% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/12/1752870/thumb.jpg,golc_thumb_2020_07_12_1752870,https://data.globe.gov/system/photos/2020/07/12/1752870/original.jpg,golc_2020_07_12_1752870
841,"20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/07/12/1752914/thumb.jpg,golc_thumb_2020_07_12_1752914,https://data.globe.gov/system/photos/2020/07/12/1752914/original.jpg,golc_2020_07_12_1752914
842,"30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 40% MUC 81 (1) [Cultivated, Crops or Pastures]; 80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/02/1755478/thumb.jpg,golc_thumb_2020_07_02_1755478,https://data.globe.gov/system/photos/2020/07/02/1755478/original.jpg,golc_2020_07_02_1755478
843,null,https://data.globe.gov/system/photos/2020/06/29/1755519/thumb.jpg,golc_thumb_2020_06_29_1755519,https://data.globe.gov/system/photos/2020/06/29/1755519/original.jpg,golc_2020_06_29_1755519
844,null,https://data.globe.gov/system/photos/2020/06/29/1755531/thumb.jpg,golc_thumb_2020_06_29_1755531,https://data.globe.gov/system/photos/2020/06/29/1755531/original.jpg,golc_2020_06_29_1755531
845,null,https://data.globe.gov/system/photos/2020/06/30/1755537/thumb.jpg,golc_thumb_2020_06_30_1755537,https://data.globe.gov/system/photos/2020/06/30/1755537/original.jpg,golc_2020_06_30_1755537
846,null,https://data.globe.gov/system/photos/2020/06/30/1755543/thumb.jpg,golc_thumb_2020_06_30_1755543,https://data.globe.gov/system/photos/2020/06/30/1755543/original.jpg,golc_2020_06_30_1755543
847,null,https://data.globe.gov/system/photos/2020/07/14/1760842/thumb.jpg,golc_thumb_2020_07_14_1760842,https://data.globe.gov/system/photos/2020/07/14/1760842/original.jpg,golc_2020_07_14_1760842
848,null,null,null,null,null
849,null,https://data.globe.gov/system/photos/2020/07/14/1760887/thumb.jpg,golc_thumb_2020_07_14_1760887,https://data.globe.gov/system/photos/2020/07/14/1760887/original.jpg,golc_2020_07_14_1760887
850,null,https://data.globe.gov/system/photos/2020/06/14/1761024/thumb.jpg,golc_thumb_2020_06_14_1761024,https://data.globe.gov/system/photos/2020/06/14/1761024/original.jpg,golc_2020_06_14_1761024
851,"80% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 92 [Urban, Commercial Property]",https://data.globe.gov/system/photos/2020/06/23/1761048/thumb.jpg,golc_thumb_2020_06_23_1761048,https://data.globe.gov/system/photos/2020/06/23/1761048/original.jpg,golc_2020_06_23_1761048
852,"10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/23/1761066/thumb.jpg,golc_thumb_2020_06_23_1761066,https://data.globe.gov/system/photos/2020/06/23/1761066/original.jpg,golc_2020_06_23_1761066
853,"50% MUC 91 [Urban, Residential Property]; 50% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/06/24/1761072/thumb.jpg,golc_thumb_2020_06_24_1761072,https://data.globe.gov/system/photos/2020/06/24/1761072/original.jpg,golc_2020_06_24_1761072
854,"90% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 100% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/06/24/1761078/thumb.jpg,golc_thumb_2020_06_24_1761078,https://data.globe.gov/system/photos/2020/06/24/1761078/original.jpg,golc_2020_06_24_1761078
855,"90% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 90% MUC 41 [Herbaceous/Grassland, Tall Grass]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/07/08/1761108/thumb.jpg,golc_thumb_2020_07_08_1761108,https://data.globe.gov/system/photos/2020/07/08/1761108/original.jpg,golc_2020_07_08_1761108
856,"70% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 40% MUC 91 [Urban, Residential Property]; 20% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/14/1761710/thumb.jpg,golc_thumb_2020_07_14_1761710,https://data.globe.gov/system/photos/2020/07/14/1761710/original.jpg,golc_2020_07_14_1761710
857,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 50% MUC 92 [Urban, Commercial Property]; 60% MUC 93 [Urban, Roads and Parking]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/07/08/1761602/thumb.jpg,golc_thumb_2020_07_08_1761602,https://data.globe.gov/system/photos/2020/07/08/1761602/original.jpg,golc_2020_07_08_1761602
858,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 30% MUC 93 [Urban, Roads and Parking]; 70% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/07/08/1761608/thumb.jpg,golc_thumb_2020_07_08_1761608,https://data.globe.gov/system/photos/2020/07/08/1761608/original.jpg,golc_2020_07_08_1761608
859,"80% MUC 01 (n) [Trees, Closely Spaced, Evergreen - Needle Leaved]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]; 60% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/08/1761617/thumb.jpg,golc_thumb_2020_07_08_1761617,https://data.globe.gov/system/photos/2020/07/08/1761617/original.jpg,golc_2020_07_08_1761617
860,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/07/08/1761627/thumb.jpg,golc_thumb_2020_07_08_1761627,https://data.globe.gov/system/photos/2020/07/08/1761627/original.jpg,golc_2020_07_08_1761627
861,"70% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/08/1761633/thumb.jpg,golc_thumb_2020_07_08_1761633,https://data.globe.gov/system/photos/2020/07/08/1761633/original.jpg,golc_2020_07_08_1761633
862,"40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 100% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/08/1761639/thumb.jpg,golc_thumb_2020_07_08_1761639,https://data.globe.gov/system/photos/2020/07/08/1761639/original.jpg,golc_2020_07_08_1761639
863,"80% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 70% MUC 93 [Urban, Roads and Parking]; 30% MUC 56 [Barren, Dirt/Other]",https://data.globe.gov/system/photos/2020/07/08/1775922/thumb.jpg,golc_thumb_2020_07_08_1775922,https://data.globe.gov/system/photos/2020/07/08/1775922/original.jpg,golc_2020_07_08_1775922
864,"70% MUC 93 [Urban, Roads and Parking]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/07/08/1761674/thumb.jpg,golc_thumb_2020_07_08_1761674,https://data.globe.gov/system/photos/2020/07/08/1761674/original.jpg,golc_2020_07_08_1761674
865,"40% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 41 [Herbaceous/Grassland, Tall Grass]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 30% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/14/1761686/thumb.jpg,golc_thumb_2020_07_14_1761686,https://data.globe.gov/system/photos/2020/07/14/1761686/original.jpg,golc_2020_07_14_1761686
866,"30% MUC 93 [Urban, Roads and Parking]; 60% MUC 91 [Urban, Residential Property]; 20% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 30% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/07/14/1761692/thumb.jpg,golc_thumb_2020_07_14_1761692,https://data.globe.gov/system/photos/2020/07/14/1761692/original.jpg,golc_2020_07_14_1761692
867,"40% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]; 90% MUC 93 [Urban, Roads and Parking]; 10% MUC 92 [Urban, Commercial Property]",https://data.globe.gov/system/photos/2020/07/14/1761698/thumb.jpg,golc_thumb_2020_07_14_1761698,https://data.globe.gov/system/photos/2020/07/14/1761698/original.jpg,golc_2020_07_14_1761698
868,"50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 30% MUC 91 [Urban, Residential Property]; 40% MUC 93 [Urban, Roads and Parking]; 40% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/07/14/1761704/thumb.jpg,golc_thumb_2020_07_14_1761704,https://data.globe.gov/system/photos/2020/07/14/1761704/original.jpg,golc_2020_07_14_1761704
869,"30% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 20% MUC 43 [Herbaceous/Grassland, Short Grass]; 20% MUC 93 [Urban, Roads and Parking]; 60% MUC 91 [Urban, Residential Property]",https://data.globe.gov/system/photos/2020/07/15/1761716/thumb.jpg,golc_thumb_2020_07_15_1761716,https://data.globe.gov/system/photos/2020/07/15/1761716/original.jpg,golc_2020_07_15_1761716
870,"60% MUC 93 [Urban, Roads and Parking]; 40% MUC 91 [Urban, Residential Property]; 40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 10% MUC 43 [Herbaceous/Grassland, Short Grass]",https://data.globe.gov/system/photos/2020/07/15/1761722/thumb.jpg,golc_thumb_2020_07_15_1761722,https://data.globe.gov/system/photos/2020/07/15/1761722/original.jpg,golc_2020_07_15_1761722
871,"30% MUC 43 [Herbaceous/Grassland, Short Grass]; 80% MUC 44 [Herbaceous/Grassland, Ferns or Flowers]",https://data.globe.gov/system/photos/2020/07/15/1761782/thumb.jpg,golc_thumb_2020_07_15_1761782,https://data.globe.gov/system/photos/2020/07/15/1761782/original.jpg,golc_2020_07_15_1761782
872,null,https://data.globe.gov/system/photos/2020/07/15/1772582/thumb.jpg,golc_thumb_2020_07_15_1772582,https://data.globe.gov/system/photos/2020/07/15/1772582/original.jpg,golc_2020_07_15_1772582
873,"70% MUC 93 [Urban, Roads and Parking]; 10% MUC 91 [Urban, Residential Property]; 30% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 40% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/08/1767359/thumb.jpg,golc_thumb_2020_07_08_1767359,https://data.globe.gov/system/photos/2020/07/08/1767359/original.jpg,golc_2020_07_08_1767359
874,"20% MUC 93 [Urban, Roads and Parking]; 80% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/08/1767365/thumb.jpg,golc_thumb_2020_07_08_1767365,https://data.globe.gov/system/photos/2020/07/08/1767365/original.jpg,golc_2020_07_08_1767365
875,"80% MUC 93 [Urban, Roads and Parking]; 10% MUC 91 [Urban, Residential Property]; 10% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/08/1767377/thumb.jpg,golc_thumb_2020_07_08_1767377,https://data.globe.gov/system/photos/2020/07/08/1767377/original.jpg,golc_2020_07_08_1767377
876,"100% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 40% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/08/1767383/thumb.jpg,golc_thumb_2020_07_08_1767383,https://data.globe.gov/system/photos/2020/07/08/1767383/original.jpg,golc_2020_07_08_1767383
877,"30% MUC 93 [Urban, Roads and Parking]; 20% MUC 91 [Urban, Residential Property]; 50% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 20% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/12/1777112/thumb.jpg,golc_thumb_2020_07_12_1777112,https://data.globe.gov/system/photos/2020/07/12/1777112/original.jpg,golc_2020_07_12_1777112
878,"20% MUC 93 [Urban, Roads and Parking]; 20% MUC 91 [Urban, Residential Property]; 60% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 60% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]; 80% MUC 11 (n) [Trees, Loosely Spaced, Evergreen - Needle Leaved]",https://data.globe.gov/system/photos/2020/07/12/1777154/thumb.jpg,golc_thumb_2020_07_12_1777154,https://data.globe.gov/system/photos/2020/07/12/1777154/original.jpg,golc_2020_07_12_1777154
879,"10% MUC 94 [Urban, Other]; 10% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 10% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]; 80% MUC 93 [Urban, Roads and Parking]",https://data.globe.gov/system/photos/2020/07/12/1777160/thumb.jpg,golc_thumb_2020_07_12_1777160,https://data.globe.gov/system/photos/2020/07/12/1777160/original.jpg,golc_2020_07_12_1777160
880,"100% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 10% MUC 22 (c) [Shrubs, Closely Spaced, Tall Deciduous]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/12/1777166/thumb.jpg,golc_thumb_2020_07_12_1777166,https://data.globe.gov/system/photos/2020/07/12/1777166/original.jpg,golc_2020_07_12_1777166
881,null,https://data.globe.gov/system/photos/2020/07/20/1779164/thumb.jpg,golc_thumb_2020_07_20_1779164,https://data.globe.gov/system/photos/2020/07/20/1779164/original.jpg,golc_2020_07_20_1779164
882,null,https://data.globe.gov/system/photos/2020/07/20/1779173/thumb.jpg,golc_thumb_2020_07_20_1779173,https://data.globe.gov/system/photos/2020/07/20/1779173/original.jpg,golc_2020_07_20_1779173
883,null,https://data.globe.gov/system/photos/2020/07/20/1781206/thumb.jpg,golc_thumb_2020_07_20_1781206,https://data.globe.gov/system/photos/2020/07/20/1781206/original.jpg,golc_2020_07_20_1781206
884,null,https://data.globe.gov/system/photos/2020/07/21/1781237/thumb.jpg,golc_thumb_2020_07_21_1781237,https://data.globe.gov/system/photos/2020/07/21/1781237/original.jpg,golc_2020_07_21_1781237
885,null,https://data.globe.gov/system/photos/2020/07/21/1781248/thumb.jpg,golc_thumb_2020_07_21_1781248,https://data.globe.gov/system/photos/2020/07/21/1781248/original.jpg,golc_2020_07_21_1781248
886,null,https://data.globe.gov/system/photos/2020/07/21/1781274/thumb.jpg,golc_thumb_2020_07_21_1781274,https://data.globe.gov/system/photos/2020/07/21/1781274/original.jpg,golc_2020_07_21_1781274
887,null,https://data.globe.gov/system/photos/2020/07/21/1781280/thumb.jpg,golc_thumb_2020_07_21_1781280,https://data.globe.gov/system/photos/2020/07/21/1781280/original.jpg,golc_2020_07_21_1781280
888,null,https://data.globe.gov/system/photos/2020/07/21/1781293/thumb.jpg,golc_thumb_2020_07_21_1781293,https://data.globe.gov/system/photos/2020/07/21/1781293/original.jpg,golc_2020_07_21_1781293
889,null,https://data.globe.gov/system/photos/2020/07/21/1781286/thumb.jpg,golc_thumb_2020_07_21_1781286,https://data.globe.gov/system/photos/2020/07/21/1781286/original.jpg,golc_2020_07_21_1781286
890,null,https://data.globe.gov/system/photos/2020/07/21/1781304/thumb.jpg,golc_thumb_2020_07_21_1781304,https://data.globe.gov/system/photos/2020/07/21/1781304/original.jpg,golc_2020_07_21_1781304
891,null,https://data.globe.gov/system/photos/2020/07/21/1781359/thumb.jpg,golc_thumb_2020_07_21_1781359,https://data.globe.gov/system/photos/2020/07/21/1781359/original.jpg,golc_2020_07_21_1781359
892,null,https://data.globe.gov/system/photos/2020/07/21/1781319/thumb.jpg,golc_thumb_2020_07_21_1781319,https://data.globe.gov/system/photos/2020/07/21/1781319/original.jpg,golc_2020_07_21_1781319
893,null,https://data.globe.gov/system/photos/2020/07/21/1781329/thumb.jpg,golc_thumb_2020_07_21_1781329,https://data.globe.gov/system/photos/2020/07/21/1781329/original.jpg,golc_2020_07_21_1781329
894,null,https://data.globe.gov/system/photos/2020/07/21/1781335/thumb.jpg,golc_thumb_2020_07_21_1781335,https://data.globe.gov/system/photos/2020/07/21/1781335/original.jpg,golc_2020_07_21_1781335
895,null,https://data.globe.gov/system/photos/2020/07/21/1781341/thumb.jpg,golc_thumb_2020_07_21_1781341,https://data.globe.gov/system/photos/2020/07/21/1781341/original.jpg,golc_2020_07_21_1781341
896,null,https://data.globe.gov/system/photos/2020/07/21/1781347/thumb.jpg,golc_thumb_2020_07_21_1781347,https://data.globe.gov/system/photos/2020/07/21/1781347/original.jpg,golc_2020_07_21_1781347
897,null,https://data.globe.gov/system/photos/2020/07/21/1781353/thumb.jpg,golc_thumb_2020_07_21_1781353,https://data.globe.gov/system/photos/2020/07/21/1781353/original.jpg,golc_2020_07_21_1781353
898,"70% MUC 93 [Urban, Roads and Parking]; 30% MUC 94 [Urban, Other]; 50% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/16/1781673/thumb.jpg,golc_thumb_2020_07_16_1781673,https://data.globe.gov/system/photos/2020/07/16/1781673/original.jpg,golc_2020_07_16_1781673
899,"60% MUC 93 [Urban, Roads and Parking]; 20% MUC 91 [Urban, Residential Property]; 20% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 60% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/16/1781679/thumb.jpg,golc_thumb_2020_07_16_1781679,https://data.globe.gov/system/photos/2020/07/16/1781679/original.jpg,golc_2020_07_16_1781679
900,"100% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 30% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/16/1781685/thumb.jpg,golc_thumb_2020_07_16_1781685,https://data.globe.gov/system/photos/2020/07/16/1781685/original.jpg,golc_2020_07_16_1781685
901,"10% MUC 93 [Urban, Roads and Parking]; 30% MUC 94 [Urban, Other]; 60% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 10% MUC 32 (c) [Shrubs, Closely Spaced, Short Deciduous]; 10% MUC 02 (b) [Trees, Closely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/16/1781703/thumb.jpg,golc_thumb_2020_07_16_1781703,https://data.globe.gov/system/photos/2020/07/16/1781703/original.jpg,golc_2020_07_16_1781703
902,"90% MUC 82 [Cultivated, Athletic Field, Golf Course, Cemetery]; 10% MUC 94 [Urban, Other]; 20% MUC 12 (b) [Trees, Loosely Spaced, Deciduous - Broad Leaved]",https://data.globe.gov/system/photos/2020/07/16/1781739/thumb.jpg,golc_thumb_2020_07_16_1781739,https://data.globe.gov/system/photos/2020/07/16/1781739/original.jpg,golc_2020_07_16_1781739
903,null,https://data.globe.gov/system/photos/2020/07/13/1782048/thumb.jpg,golc_thumb_2020_07_13_1782048,https://data.globe.gov/system/photos/2020/07/13/1782048/original.jpg,golc_2020_07_13_1782048
